"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.598117131E0,-8.858546615E-2,5.027823523E-2,9.883264542E0,9.883789419E0
1.603122904E0,-9.337386489E-2,5.506663769E-2,9.871294022E0,9.871889215E0
1.608126369E0,-8.379705995E-2,4.548983276E-2,9.885659218E0,9.886119028E0
1.613099911E0,-8.140286058E-2,5.027823523E-2,9.868899345E0,9.869363131E0
1.618105144E0,-8.858546615E-2,5.027823523E-2,9.885659218E0,9.886183968E0
1.623112455E0,-7.422025502E-2,5.027823523E-2,9.876082420E0,9.876489281E0
1.628115305E0,-8.619125932E-2,4.070143029E-2,9.873687744E0,9.874147822E0
1.633119539E0,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
1.638124542E0,-7.422025502E-2,5.746084079E-2,9.878476143E0,9.878922072E0
1.643101777E0,-8.858546615E-2,5.027823523E-2,9.878476143E0,9.879001275E0
1.648106395E0,-7.900865376E-2,4.548983276E-2,9.885659218E0,9.886079600E0
1.653108860E0,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
1.658115017E0,-8.379705995E-2,5.985504389E-2,9.878476143E0,9.879012880E0
1.663120867E0,-7.900865376E-2,5.267243832E-2,9.878476143E0,9.878932516E0
1.668124485E0,-8.140286058E-2,6.464344263E-2,9.878476143E0,9.879023034E0
1.673098950E0,-7.422025502E-2,5.985504389E-2,9.878476143E0,9.878936288E0
1.678103877E0,-7.900865376E-2,4.309562966E-2,9.876082420E0,9.876492473E0
1.683110111E0,-9.097966552E-2,5.267243832E-2,9.878476143E0,9.879035509E0
1.688112498E0,-8.619125932E-2,5.267243832E-2,9.866505623E0,9.867022678E0
1.693116810E0,-7.661445439E-2,5.746084079E-2,9.885659218E0,9.886123087E0
1.698122736E0,-8.140286058E-2,5.746084079E-2,9.878476143E0,9.878978646E0
1.703129508E0,-8.858546615E-2,5.267243832E-2,9.873687744E0,9.874225612E0
1.708101742E0,-8.379705995E-2,5.985504389E-2,9.873687744E0,9.874224741E0
1.713106977E0,-7.661445439E-2,5.267243832E-2,9.871294022E0,9.871731855E0
1.718110980E0,-7.661445439E-2,5.506663769E-2,9.880870819E0,9.881321281E0
1.723119675E0,-8.140286058E-2,5.746084079E-2,9.880870819E0,9.881373200E0
1.728122064E0,-7.182604820E-2,4.548983276E-2,9.878476143E0,9.878841998E0
1.733127067E0,-9.337386489E-2,4.309562966E-2,9.880870819E0,9.881405976E0
1.738100531E0,-7.900865376E-2,5.267243832E-2,9.883264542E0,9.883720694E0
1.743108304E0,-9.337386489E-2,5.027823523E-2,9.876082420E0,9.876651789E0
1.748110154E0,-7.900865376E-2,5.267243832E-2,9.883264542E0,9.883720694E0
1.753115003E0,-7.182604820E-2,4.548983276E-2,9.883264542E0,9.883630219E0
1.758119391E0,-8.379705995E-2,4.788403213E-2,9.878476143E0,9.878947603E0
1.763128856E0,-8.140286058E-2,4.309562966E-2,9.871294022E0,9.871723726E0
1.768099321E0,-7.422025502E-2,5.506663769E-2,9.883264542E0,9.883696625E0
1.773104631E0,-8.379705995E-2,5.027823523E-2,9.888052940E0,9.888535827E0
1.778110173E0,-8.619125932E-2,5.267243832E-2,9.878476143E0,9.878992571E0
1.783117177E0,-8.858546615E-2,5.746084079E-2,9.885659218E0,9.886223106E0
1.788119103E0,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
1.793123952E0,-8.858546615E-2,4.548983276E-2,9.876082420E0,9.876584464E0
1.798098802E0,-8.379705995E-2,4.548983276E-2,9.878476143E0,9.878936288E0
1.803104882E0,-8.858546615E-2,5.027823523E-2,9.868899345E0,9.869424987E0
1.808108578E0,-7.661445439E-2,5.506663769E-2,9.890447617E0,9.890897642E0
1.813111659E0,-7.900865376E-2,5.267243832E-2,9.878476143E0,9.878932516E0
1.818118431E0,-9.097966552E-2,4.548983276E-2,9.876082420E0,9.876606229E0
1.823124972E0,-8.140286058E-2,4.309562966E-2,9.885659218E0,9.886088298E0
1.828096975E0,-8.379705995E-2,5.746084079E-2,9.880870819E0,9.881393213E0
1.833102133E0,-8.140286058E-2,5.746084079E-2,9.883264542E0,9.883766801E0
1.838107059E0,-7.661445439E-2,4.788403213E-2,9.885659218E0,9.886072063E0
1.843114831E0,-9.097966552E-2,5.027823523E-2,9.876082420E0,9.876629444E0
1.848116374E0,-8.140286058E-2,5.267243832E-2,9.878476143E0,9.878951954E0
1.853121300E0,-8.140286058E-2,5.746084079E-2,9.880870819E0,9.881373200E0
1.858127072E0,-7.422025502E-2,4.548983276E-2,9.876082420E0,9.876466066E0
1.863104075E0,-9.337386489E-2,5.506663769E-2,9.880870819E0,9.881465436E0
1.868105541E0,-8.140286058E-2,5.267243832E-2,9.890447617E0,9.890922852E0
1.873110775E0,-6.703764945E-2,5.027823523E-2,9.883264542E0,9.883619780E0
1.878115393E0,-7.661445439E-2,4.548983276E-2,9.880870819E0,9.881272552E0
1.883122859E0,-7.661445439E-2,5.985504389E-2,9.878476143E0,9.878954565E0
1.888125862E0,-7.661445439E-2,5.506663769E-2,9.878476143E0,9.878926714E0
1.893100326E0,-7.661445439E-2,5.267243832E-2,9.883264542E0,9.883701845E0
1.898103483E0,-8.619125932E-2,4.548983276E-2,9.876082420E0,9.876563280E0
1.903112102E0,-8.619125932E-2,4.070143029E-2,9.878476143E0,9.878935998E0
1.908115490E0,-7.900865376E-2,4.788403213E-2,9.878476143E0,9.878908146E0
1.913119801E0,-8.140286058E-2,6.464344263E-2,9.878476143E0,9.879023034E0
1.918123728E0,-6.943184882E-2,4.548983276E-2,9.873687744E0,9.874036650E0
1.923099423E0,-8.858546615E-2,5.506663769E-2,9.883264542E0,9.883814938E0
1.928103195E0,-8.858546615E-2,4.788403213E-2,9.888052940E0,9.888565680E0
1.933108121E0,-7.182604820E-2,4.548983276E-2,9.878476143E0,9.878841998E0
1.938112433E0,-7.422025502E-2,4.788403213E-2,9.878476143E0,9.878871010E0
1.943119744E0,-8.140286058E-2,4.070143029E-2,9.890447617E0,9.890866347E0
1.948122593E0,-8.140286058E-2,5.506663769E-2,9.873687744E0,9.874176848E0
1.953126828E0,-8.379705995E-2,5.746084079E-2,9.885659218E0,9.886181359E0
1.958101600E0,-8.858546615E-2,5.985504389E-2,9.892841339E0,9.893419013E0
1.963108757E0,-8.619125932E-2,4.309562966E-2,9.888052940E0,9.888522494E0
1.968111761E0,-8.379705995E-2,5.027823523E-2,9.880870819E0,9.881354057E0
1.973115841E0,-7.661445439E-2,5.267243832E-2,9.871294022E0,9.871731855E0
1.978121921E0,-8.140286058E-2,5.985504389E-2,9.883264542E0,9.883781010E0
1.983126924E0,-8.858546615E-2,5.985504389E-2,9.878476143E0,9.879054657E0
1.988101697E0,-7.422025502E-2,5.985504389E-2,9.868899345E0,9.869359937E0
1.993106546E0,-7.661445439E-2,5.506663769E-2,9.871294022E0,9.871744920E0
1.998110318E0,-7.900865376E-2,5.746084079E-2,9.878476143E0,9.878959207E0
2.003117707E0,-8.858546615E-2,6.224924326E-2,9.880870819E0,9.881463985E0
2.008120787E0,-8.619125932E-2,5.985504389E-2,9.880870819E0,9.881428019E0
2.013126252E0,-7.182604820E-2,5.027823523E-2,9.871294022E0,9.871683369E0
2.018100716E0,-8.140286058E-2,4.788403213E-2,9.871294022E0,9.871745791E0
2.023108412E0,-8.140286058E-2,5.027823523E-2,9.878476143E0,9.878939479E0
2.028108415E0,-8.140286058E-2,5.506663769E-2,9.883264542E0,9.883753172E0
2.033114572E0,-8.619125932E-2,5.746084079E-2,9.892841339E0,9.893383670E0
2.038119269E0,-8.858546615E-2,5.267243832E-2,9.883264542E0,9.883801888E0
2.043126041E0,-8.619125932E-2,4.788403213E-2,9.880870819E0,9.881362758E0
2.048098967E0,-8.858546615E-2,5.746084079E-2,9.890447617E0,9.891011232E0
2.053104124E0,-8.379705995E-2,4.070143029E-2,9.885659218E0,9.886098155E0
2.058108512E0,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
2.063116439E0,-7.422025502E-2,6.464344263E-2,9.871294022E0,9.871784696E0
2.068118365E0,-8.379705995E-2,4.548983276E-2,9.878476143E0,9.878936288E0
2.073123599E0,-8.619125932E-2,4.309562966E-2,9.883264542E0,9.883734323E0
2.078126602E0,-7.422025502E-2,4.309562966E-2,9.878476143E0,9.878848961E0
2.083103836E0,-8.140286058E-2,5.267243832E-2,9.873687744E0,9.874163786E0
2.088108456E0,-7.661445439E-2,5.506663769E-2,9.878476143E0,9.878926714E0
2.093111843E0,-7.900865376E-2,5.027823523E-2,9.883264542E0,9.883708225E0
2.098117077E0,-8.140286058E-2,4.788403213E-2,9.876082420E0,9.876533971E0
2.103124542E0,-8.140286058E-2,4.788403213E-2,9.876082420E0,9.876533971E0
2.108126084E0,-8.140286058E-2,4.548983276E-2,9.888052940E0,9.888492641E0
2.113101702E0,-8.379705995E-2,5.267243832E-2,9.880870819E0,9.881366529E0
2.118105167E0,-8.379705995E-2,5.985504389E-2,9.888052940E0,9.888589157E0
2.123111940E0,-9.337386489E-2,5.506663769E-2,9.878476143E0,9.879070904E0
2.128116174E0,-8.379705995E-2,5.267243832E-2,9.883264542E0,9.883760131E0
2.133120869E0,-8.140286058E-2,4.788403213E-2,9.880870819E0,9.881322151E0
2.138125103E0,-7.900865376E-2,5.506663769E-2,9.890447617E0,9.890916477E0
2.143102646E0,-7.422025502E-2,5.027823523E-2,9.878476143E0,9.878882905E0
2.148105187E0,-8.140286058E-2,5.506663769E-2,9.885659218E0,9.886147730E0
2.153109421E0,-7.661445439E-2,4.788403213E-2,9.871294022E0,9.871707467E0
2.158115348E0,-7.182604820E-2,5.027823523E-2,9.878476143E0,9.878865207E0
2.163120582E0,-8.379705995E-2,5.506663769E-2,9.885659218E0,9.886167733E0
2.168125431E0,-8.379705995E-2,5.506663769E-2,9.895236015E0,9.895744039E0
2.173100280E0,-8.379705995E-2,4.548983276E-2,9.885659218E0,9.886119028E0
2.178103053E0,-8.619125932E-2,5.506663769E-2,9.876082420E0,9.876612033E0
2.183111287E0,-8.140286058E-2,4.070143029E-2,9.878476143E0,9.878895380E0
2.188113213E0,-7.900865376E-2,5.267243832E-2,9.883264542E0,9.883720694E0
2.193117756E0,-8.619125932E-2,5.267243832E-2,9.876082420E0,9.876598974E0
2.198123682E0,-8.858546615E-2,5.506663769E-2,9.883264542E0,9.883814938E0
2.203130454E0,-7.661445439E-2,5.506663769E-2,9.890447617E0,9.890897642E0
2.208102381E0,-8.140286058E-2,5.506663769E-2,9.885659218E0,9.886147730E0
2.213106461E0,-7.182604820E-2,6.703764945E-2,9.876082420E0,9.876571116E0
2.218111387E0,-7.900865376E-2,5.027823523E-2,9.871294022E0,9.871738243E0
2.223119929E0,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
2.228121548E0,-8.858546615E-2,5.027823523E-2,9.883264542E0,9.883789419E0
2.233126782E0,-7.900865376E-2,4.788403213E-2,9.873687744E0,9.874119957E0
2.238099939E0,-7.422025502E-2,4.788403213E-2,9.880870819E0,9.881265591E0
2.243107712E0,-7.661445439E-2,5.746084079E-2,9.876082420E0,9.876546739E0
2.248110715E0,-8.140286058E-2,4.788403213E-2,9.871294022E0,9.871745791E0
2.253116026E0,-8.858546615E-2,5.267243832E-2,9.880870819E0,9.881408296E0
2.258120875E0,-8.140286058E-2,5.027823523E-2,9.885659218E0,9.886122217E0
2.263128571E0,-8.379705995E-2,5.027823523E-2,9.883264542E0,9.883747662E0
2.268100574E0,-8.619125932E-2,5.746084079E-2,9.868899345E0,9.869442992E0
2.273105192E0,-8.619125932E-2,4.788403213E-2,9.883264542E0,9.883756361E0
2.278109889E0,-8.858546615E-2,4.548983276E-2,9.885659218E0,9.886160776E0
2.283117815E0,-7.661445439E-2,5.746084079E-2,9.885659218E0,9.886123087E0
2.288120895E0,-8.379705995E-2,5.027823523E-2,9.873687744E0,9.874171333E0
2.293124975E0,-6.943184882E-2,5.506663769E-2,9.876082420E0,9.876479995E0
2.298098440E0,-8.379705995E-2,5.267243832E-2,9.885659218E0,9.886154687E0
2.303107443E0,-7.900865376E-2,5.506663769E-2,9.885659218E0,9.886128306E0
2.308109292E0,-8.619125932E-2,5.267243832E-2,9.871294022E0,9.871810826E0
2.313113296E0,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
2.318117915E0,-8.140286058E-2,5.746084079E-2,9.878476143E0,9.878978646E0
2.323124610E0,-8.379705995E-2,5.506663769E-2,9.878476143E0,9.878985028E0
2.328097230E0,-8.619125932E-2,4.309562966E-2,9.883264542E0,9.883734323E0
2.333102540E0,-8.379705995E-2,4.788403213E-2,9.878476143E0,9.878947603E0
2.338107466E0,-8.858546615E-2,4.548983276E-2,9.873687744E0,9.874189910E0
2.343114777E0,-8.619125932E-2,5.267243832E-2,9.878476143E0,9.878992571E0
2.348116935E0,-8.379705995E-2,5.027823523E-2,9.876082420E0,9.876565892E0
2.353121938E0,-8.379705995E-2,4.548983276E-2,9.880870819E0,9.881330852E0
2.358126172E0,-8.140286058E-2,4.070143029E-2,9.885659218E0,9.886078151E0
2.363103483E0,-6.943184882E-2,5.027823523E-2,9.876082420E0,9.876454458E0
2.368106563E0,-9.097966552E-2,5.746084079E-2,9.883264542E0,9.883850315E0
2.373110259E0,-8.619125932E-2,5.027823523E-2,9.883264542E0,9.883768251E0
2.378115416E0,-7.900865376E-2,4.070143029E-2,9.880870819E0,9.881270521E0
2.383122573E0,-8.140286058E-2,5.267243832E-2,9.888052940E0,9.888528291E0
2.388127115E0,-7.900865376E-2,6.224924326E-2,9.880870819E0,9.881382772E0
2.393100349E0,-8.619125932E-2,4.788403213E-2,9.883264542E0,9.883756361E0
2.398105968E0,-8.858546615E-2,5.506663769E-2,9.878476143E0,9.879026806E0
2.403113356E0,-7.900865376E-2,5.027823523E-2,9.876082420E0,9.876526426E0
2.408115820E0,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
2.413119439E0,-7.422025502E-2,5.027823523E-2,9.878476143E0,9.878882905E0
2.418126596E0,-6.943184882E-2,5.506663769E-2,9.873687744E0,9.874085415E0
2.423100753E0,-7.182604820E-2,5.506663769E-2,9.873687744E0,9.874102541E0
2.428103449E0,-8.619125932E-2,5.506663769E-2,9.883264542E0,9.883793769E0
2.433108683E0,-8.140286058E-2,4.788403213E-2,9.883264542E0,9.883715764E0
2.438113071E0,-8.619125932E-2,4.309562966E-2,9.873687744E0,9.874157981E0
2.443119459E0,-7.900865376E-2,5.267243832E-2,9.890447617E0,9.890903437E0
2.448123155E0,-8.379705995E-2,5.027823523E-2,9.876082420E0,9.876565892E0
2.453127158E0,-8.379705995E-2,5.506663769E-2,9.878476143E0,9.878985028E0
2.458101623E0,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
2.463108472E0,-6.943184882E-2,3.830722719E-2,9.883264542E0,9.883582661E0
2.468111553E0,-8.619125932E-2,4.788403213E-2,9.878476143E0,9.878968201E0
2.473117940E0,-8.140286058E-2,5.027823523E-2,9.888052940E0,9.888515828E0
2.478122636E0,-8.379705995E-2,5.506663769E-2,9.880870819E0,9.881379581E0
2.483128101E0,-7.900865376E-2,4.548983276E-2,9.878476143E0,9.878896831E0
2.488101412E0,-8.619125932E-2,5.506663769E-2,9.873687744E0,9.874217485E0
2.493108107E0,-7.422025502E-2,4.788403213E-2,9.876082420E0,9.876477383E0
2.498111495E0,-8.140286058E-2,5.506663769E-2,9.873687744E0,9.874176848E0
2.503118268E0,-7.900865376E-2,5.027823523E-2,9.878476143E0,9.878920041E0
2.508119886E0,-7.422025502E-2,5.746084079E-2,9.885659218E0,9.886104823E0
2.513124813E0,-8.379705995E-2,4.788403213E-2,9.880870819E0,9.881342164E0
2.518099817E0,-8.379705995E-2,5.746084079E-2,9.883264542E0,9.883786809E0
2.523108435E0,-8.140286058E-2,5.027823523E-2,9.895236015E0,9.895698567E0
2.528111207E0,-7.900865376E-2,5.506663769E-2,9.888052940E0,9.888521914E0
2.533114979E0,-8.619125932E-2,5.267243832E-2,9.885659218E0,9.886175271E0
2.538118676E0,-7.900865376E-2,5.027823523E-2,9.876082420E0,9.876526426E0
2.543126986E0,-7.422025502E-2,5.267243832E-2,9.880870819E0,9.881289955E0
2.548100143E0,-8.858546615E-2,5.267243832E-2,9.883264542E0,9.883801888E0
2.553104224E0,-7.900865376E-2,5.267243832E-2,9.878476143E0,9.878932516E0
2.558107612E0,-7.661445439E-2,4.309562966E-2,9.888052940E0,9.888443657E0
2.563116153E0,-8.140286058E-2,5.267243832E-2,9.876082420E0,9.876558347E0
2.568118388E0,-8.619125932E-2,3.830722719E-2,9.878476143E0,9.878926424E0
2.573123622E0,-7.900865376E-2,5.506663769E-2,9.885659218E0,9.886128306E0
2.578128240E0,-8.619125932E-2,5.027823523E-2,9.876082420E0,9.876586496E0
2.583106628E0,-7.900865376E-2,4.548983276E-2,9.878476143E0,9.878896831E0
2.588106709E0,-9.097966552E-2,4.788403213E-2,9.883264542E0,9.883799279E0
2.593111866E0,-8.379705995E-2,4.548983276E-2,9.876082420E0,9.876542677E0
2.598118100E0,-7.661445439E-2,5.027823523E-2,9.883264542E0,9.883689376E0
2.603125104E0,-8.140286058E-2,4.309562966E-2,9.890447617E0,9.890876489E0
2.608128183E0,-8.379705995E-2,5.746084079E-2,9.883264542E0,9.883786809E0
2.613102417E0,-8.379705995E-2,5.267243832E-2,9.880870819E0,9.881366529E0
2.618105113E0,-8.140286058E-2,5.506663769E-2,9.880870819E0,9.881359568E0
2.623114347E0,-8.619125932E-2,5.746084079E-2,9.878476143E0,9.879019262E0
2.628116273E0,-8.140286058E-2,5.027823523E-2,9.873687744E0,9.874151305E0
2.633121430E0,-7.661445439E-2,6.224924326E-2,9.873687744E0,9.874181202E0
2.638125742E0,-8.140286058E-2,5.027823523E-2,9.880870819E0,9.881334043E0
2.643102976E0,-8.858546615E-2,5.027823523E-2,9.888052940E0,9.888577564E0
2.648104825E0,-6.943184882E-2,4.309562966E-2,9.883264542E0,9.883602380E0
2.653109828E0,-8.379705995E-2,5.027823523E-2,9.880870819E0,9.881354057E0
2.658114447E0,-8.619125932E-2,4.309562966E-2,9.883264542E0,9.883734323E0
2.663122450E0,-8.379705995E-2,4.788403213E-2,9.878476143E0,9.878947603E0
2.668125223E0,-8.140286058E-2,5.267243832E-2,9.880870819E0,9.881346515E0
2.673099304E0,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
2.678103999E0,-9.097966552E-2,5.506663769E-2,9.885659218E0,9.886231224E0
2.683110771E0,-8.140286058E-2,4.548983276E-2,9.873687744E0,9.874128084E0
2.688113236E0,-8.379705995E-2,5.506663769E-2,9.878476143E0,9.878985028E0
2.693119317E0,-7.661445439E-2,5.027823523E-2,9.876082420E0,9.876507563E0
2.698123627E0,-7.900865376E-2,4.309562966E-2,9.871294022E0,9.871704273E0
2.703129169E0,-8.858546615E-2,4.788403213E-2,9.883264542E0,9.883777530E0
2.708102173E0,-7.900865376E-2,3.112462163E-2,9.876082420E0,9.876447493E0
2.713106791E0,-8.619125932E-2,4.309562966E-2,9.876082420E0,9.876552543E0
2.718112948E0,-9.097966552E-2,4.070143029E-2,9.878476143E0,9.878978936E0
2.723119414E0,-8.140286058E-2,3.591302410E-2,9.883264542E0,9.883665017E0
2.728121801E0,-7.900865376E-2,4.548983276E-2,9.880870819E0,9.881291405E0
2.733127420E0,-7.900865376E-2,5.267243832E-2,9.883264542E0,9.883720694E0
2.738100961E0,-7.900865376E-2,5.746084079E-2,9.878476143E0,9.878959207E0
2.743110427E0,-7.422025502E-2,5.506663769E-2,9.885659218E0,9.886091197E0
2.748112276E0,-7.661445439E-2,5.746084079E-2,9.885659218E0,9.886123087E0
2.753115663E0,-8.379705995E-2,4.788403213E-2,9.871294022E0,9.871765824E0
2.758119975E0,-7.661445439E-2,4.548983276E-2,9.885659218E0,9.886060756E0
2.763127132E0,-6.943184882E-2,4.788403213E-2,9.876082420E0,9.876442560E0
2.768100289E0,-8.858546615E-2,5.506663769E-2,9.876082420E0,9.876633216E0
2.773104907E0,-7.900865376E-2,5.267243832E-2,9.888052940E0,9.888508872E0
2.778110450E0,-8.619125932E-2,4.309562966E-2,9.876082420E0,9.876552543E0
2.783115683E0,-6.943184882E-2,4.548983276E-2,9.880870819E0,9.881219472E0
2.788119456E0,-7.422025502E-2,5.506663769E-2,9.876082420E0,9.876514818E0
2.793123691E0,-7.900865376E-2,5.746084079E-2,9.892841339E0,9.893323702E0
2.798129309E0,-8.619125932E-2,4.788403213E-2,9.876082420E0,9.876574598E0
2.803106773E0,-9.097966552E-2,4.788403213E-2,9.878476143E0,9.879011139E0
2.808109623E0,-8.858546615E-2,5.267243832E-2,9.878476143E0,9.879013750E0
2.813113550E0,-7.900865376E-2,4.788403213E-2,9.885659218E0,9.886090907E0
2.818118783E0,-8.858546615E-2,4.309562966E-2,9.876082420E0,9.876573727E0
2.823125325E0,-9.097966552E-2,5.267243832E-2,9.890447617E0,9.891006306E0
2.828098483E0,-7.661445439E-2,4.788403213E-2,9.883264542E0,9.883677486E0
2.833101640E0,-8.140286058E-2,5.027823523E-2,9.871294022E0,9.871757695E0
2.838108720E0,-8.619125932E-2,6.224924326E-2,9.878476143E0,9.879048274E0
2.843115108E0,-8.140286058E-2,5.267243832E-2,9.885659218E0,9.886134684E0
2.848118265E0,-7.422025502E-2,5.267243832E-2,9.878476143E0,9.878895380E0
2.853122191E0,-8.858546615E-2,5.267243832E-2,9.883264542E0,9.883801888E0
2.858126887E0,-8.140286058E-2,4.548983276E-2,9.880870819E0,9.881310839E0
2.863102891E0,-8.140286058E-2,5.027823523E-2,9.871294022E0,9.871757695E0
2.868107124E0,-8.379705995E-2,3.112462163E-2,9.883264542E0,9.883668787E0
2.873111820E0,-7.900865376E-2,3.830722719E-2,9.883264542E0,9.883654578E0
2.878116054E0,-7.661445439E-2,5.506663769E-2,9.876082420E0,9.876533100E0
2.883124057E0,-8.379705995E-2,5.746084079E-2,9.885659218E0,9.886181359E0
2.888128060E0,-8.379705995E-2,4.788403213E-2,9.888052940E0,9.888523943E0
2.893099525E0,-8.858546615E-2,5.027823523E-2,9.883264542E0,9.883789419E0
2.898105991E0,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
2.903112147E0,-9.097966552E-2,5.506663769E-2,9.878476143E0,9.879048564E0
2.908115843E0,-8.619125932E-2,5.985504389E-2,9.868899345E0,9.869457222E0
2.913119539E0,-9.097966552E-2,4.309562966E-2,9.885659218E0,9.886171792E0
2.918124080E0,-9.097966552E-2,5.746084079E-2,9.873687744E0,9.874274086E0
2.923131545E0,-6.703764945E-2,4.788403213E-2,9.871294022E0,9.871637787E0
2.928104087E0,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
2.933109398E0,-8.619125932E-2,5.506663769E-2,9.883264542E0,9.883793769E0
2.938113709E0,-8.379705995E-2,5.985504389E-2,9.885659218E0,9.886195565E0
2.943119558E0,-7.661445439E-2,5.027823523E-2,9.878476143E0,9.878901183E0
2.948122947E0,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
2.953128104E0,-9.097966552E-2,5.267243832E-2,9.897629738E0,9.898188022E0
2.958102953E0,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
2.963109418E0,-7.661445439E-2,4.309562966E-2,9.871294022E0,9.871685402E0
2.968112806E0,-7.900865376E-2,4.548983276E-2,9.876082420E0,9.876503210E0
2.973117963E0,-7.900865376E-2,5.746084079E-2,9.873687744E0,9.874171043E0
2.978122658E0,-7.661445439E-2,5.506663769E-2,9.883264542E0,9.883714894E0
2.983129354E0,-7.900865376E-2,5.506663769E-2,9.888052940E0,9.888521914E0
2.988102281E0,-7.900865376E-2,4.788403213E-2,9.885659218E0,9.886090907E0
2.993107207E0,-8.619125932E-2,5.267243832E-2,9.883264542E0,9.883780720E0
2.998110903E0,-8.379705995E-2,5.985504389E-2,9.880870819E0,9.881407426E0
3.003119214E0,-8.858546615E-2,5.267243832E-2,9.880870819E0,9.881408296E0
3.008122063E0,-7.422025502E-2,5.985504389E-2,9.890447617E0,9.890907205E0
3.013126604E0,-9.576806426E-2,5.506663769E-2,9.890447617E0,9.891064549E0
3.018099916E0,-7.661445439E-2,5.027823523E-2,9.888052940E0,9.888477569E0
3.023107611E0,-8.858546615E-2,4.548983276E-2,9.880870819E0,9.881372620E0
3.028109076E0,-8.858546615E-2,4.788403213E-2,9.871294022E0,9.871807632E0
3.033114388E0,-7.422025502E-2,5.027823523E-2,9.885659218E0,9.886065685E0
3.038119852E0,-8.140286058E-2,5.267243832E-2,9.888052940E0,9.888528291E0
3.043127624E0,-8.140286058E-2,4.548983276E-2,9.878476143E0,9.878916269E0
3.048099935E0,-8.379705995E-2,5.027823523E-2,9.880870819E0,9.881354057E0
3.053104247E0,-8.619125932E-2,5.027823523E-2,9.878476143E0,9.878980096E0
3.058108481E0,-8.619125932E-2,5.267243832E-2,9.890447617E0,9.890963420E0
3.063115560E0,-7.900865376E-2,5.027823523E-2,9.878476143E0,9.878920041E0
3.068119564E0,-7.661445439E-2,5.267243832E-2,9.871294022E0,9.871731855E0
3.073123952E0,-8.379705995E-2,5.027823523E-2,9.880870819E0,9.881354057E0
3.078128494E0,-8.379705995E-2,4.309562966E-2,9.888052940E0,9.888501915E0
